p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
4.78552064834114e-36,7.33294532789809,0.689,0.188,2.39276032417057e-32,Neural cells,SEMA3B
0,7.32445224505389,0.499,0.041,0,Myofibroblasts,ITGA8
1.01637028536319e-269,7.31775663795039,0.478,0.018,5.08185142681593e-266,Fibroblasts,PDGFRA
0,7.31240054725557,0.826,0.032,0,Fibroblasts,APOD
1.75490577395402e-24,7.30980286202491,0.381,0.131,8.77452886977011e-21,Myofibroblasts,RAMP1
2.07577962071936e-69,7.30908619669162,0.49,0.068,1.03788981035968e-65,Macrophages,CCL13
0,7.30352144205055,0.644,0.072,0,Myofibroblasts,PDLIM3
7.47512231501412e-48,7.27922256160981,0.721,0.179,3.73756115750706e-44,Neural cells,GPR155
0,7.27053990772569,0.855,0.136,0,Myofibroblasts,MCAM
8.80665316207765e-53,7.26804656048777,0.837,0.107,4.40332658103882e-49,Melanocytes,PSRC1
6.08667939476385e-80,7.23089518114477,0.583,0.023,3.04333969738192e-76,Macrophages,CLEC7A
6.64009396660216e-163,7.2294612688566,0.516,0.089,3.32004698330108e-159,Myofibroblasts,AVPR1A
5.30298025345252e-177,7.19483095406077,0.724,0.058,2.65149012672626e-173,Macrophages,CCL3
6.8179249261604e-202,7.19233091937622,0.727,0.073,3.4089624630802e-198,Macrophages,AC020656.1
0,7.18906762222946,0.904,0.19,0,Vascular endothelial cells,AQP1
0,7.15183700347304,0.985,0.072,0,Differentiated Keratinocytes,KRT10
3.91646695175358e-222,7.15162565169434,0.775,0.038,1.95823347587679e-218,Macrophages,NCF4
1.93682423706284e-58,7.14381075305826,0.65,0.134,9.68412118531422e-55,Sweat gland cells,CLDN7
8.03553016553138e-173,7.13730201089601,0.432,0.025,4.01776508276569e-169,Fibroblasts,ENHO
1.61858415841086e-252,7.13302802835672,0.739,0.097,8.09292079205428e-249,T-cells,ITGB7
0,7.13075982217412,0.68,0.108,0,Myofibroblasts,MT1A
1.37198317153499e-187,7.12657764410143,0.455,0.053,6.85991585767497e-184,Myofibroblasts,KCNA5
