p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,1.37205688823579,0.376,0.078,0,Macrophages,PPIF
6.36932906991714e-168,1.37160163461832,0.388,0.132,1.35997914300871e-163,T-cells,CNOT6L
0,1.37037768695367,0.378,0.062,0,Fibroblasts,LRP1
0,1.3700021664444,0.485,0.119,0,Macrophages,NFKBID
4.71844463081383e-65,1.36870621813852,0.504,0.082,1.00748229757137e-60,Melanocytes,OSTM1
0,1.36793837206111,0.326,0.073,0,Fibroblasts,COL5A2
1.55369314948475e-124,1.36723422155638,0.592,0.125,3.31744561277984e-120,Lymphatic endothelial cells,NR2F2
0,1.36592589355706,0.361,0.073,0,Fibroblasts,F10
0,1.36581158657496,0.442,0.109,0,Macrophages,ETV3
0,1.36472651040488,0.609,0.227,0,Macrophages,CFLAR
7.6433800193246e-303,1.36056894000474,0.341,0.057,1.63201450172619e-298,T-cells,IL2RG
0,1.35877114644469,0.423,0.046,0,Vascular endothelial cells,EGFL7
0,1.35824446088269,0.326,0.012,0,Macrophages,FPR3
0,1.35730506970899,0.291,0.059,0,Fibroblasts,ADH1B
0,1.35583886648099,0.351,0.059,0,Macrophages,IRF8
1.076775849198e-211,1.35540674072087,0.575,0.205,2.29913179320757e-207,Pericytes,MT1M
5.41821903290292e-33,1.35371495316909,0.537,0.159,1.15689812790543e-28,Melanocytes,HMG20B
2.326213815945e-260,1.35047036969053,0.558,0.186,4.96693173980577e-256,Vascular endothelial cells,ADAMTS1
1.08248822509202e-266,1.34830287013239,0.644,0.227,2.31132885821649e-262,Pericytes,MFGE8
0,1.34525172317689,0.435,0.077,0,Macrophages,CD68
8.63619079496981e-121,1.34374046829562,0.363,0.147,1.84399945854195e-116,T-cells,TNFRSF18
0,1.3430338634162,0.384,0.008,0,Vascular endothelial cells,CCL14
0,1.34291431651553,0.561,0.096,0,Vascular endothelial cells,BCAM
2.39083777497544e-48,1.33968229872813,0.577,0.126,5.10491681712756e-44,Melanocytes,PRELP
0,1.33966421838818,0.518,0.106,0,Macrophages,CYTIP
0,1.33609312539387,0.447,0.012,0,Melanocytes,PLXNC1
3.63300624159253e-229,1.33607039764153,0.448,0.171,7.75719492704837e-225,Macrophages,RGS2
6.95618687900748e-282,1.33439843696361,0.504,0.144,1.48528502240568e-277,Vascular endothelial cells,CSRP2
0,1.33369623748763,0.386,0.018,0,Keratincytes,EPPK1
0,1.33047361661456,0.535,0.172,0,Macrophages,ARL4C
9.829556121175e-146,1.32681342902884,0.476,0.072,2.09880682299329e-141,Lymphatic endothelial cells,NRP2
1.8973975528608e-179,1.3267523919958,0.469,0.215,4.05132325486838e-175,Macrophages,FABP5
0,1.32584166294516,0.532,0.11,0,Vascular endothelial cells,CD34
0,1.32513358309862,0.524,0.053,0,Keratincytes,SLC2A1
0,1.32512932836365,0.45,0.084,0,Vascular endothelial cells,APOLD1
0,1.32435839485789,0.468,0.173,0,Fibroblasts,FHL1
0,1.32315897277194,0.447,0.005,0,Melanocytes,TFAP2B
